tweet_id_str,date_time,location,tweet_text,media_urls
1844354875733508232,Thu Oct 10 12:30:43 +0000 2024,India,"0 posts ratan tata sir sushant singh rajput skips ram mandir pran pratishtha hookah party plays new zealand world cups posted poems ambani ' wedding , dhobi worst human play cricket history ? ?",
1844076409809179132,Wed Oct 09 18:04:12 +0000 2024,India,famous words ind proud #ratantata,
1844103519046947104,Wed Oct 09 19:51:55 +0000 2024,India,"deeply saddened loss ratan tata , visionary leader transformed industries touched countless lives integrity , innovation philanthropy. legacy continue inspire generations .",
1844238173347643511,Thu Oct 10 04:46:59 +0000 2024,India,mr. sinha 2023 ratan tata anti india. ratan tata anti hindu. mr. sinha 2024 ratan tata legend. inspiration. end era ... blah .... blah .... blah ....,
1401116147899015179,Sat Jun 05 09:58:15 +0000 2021,India,,
1844333226611142885,Thu Oct 10 11:04:41 +0000 2024,India,propaganda sides ' things work today psyops mostly #ratantata,
1844461105634324715,Thu Oct 10 19:32:50 +0000 2024,India,"understand media really getting much asking every latest thing celebs. media asked #aliabhatt ratan tata sir reaction sorry say , shame alia ! #ripratantata #rip ratantata #ratantatasir #ratantatapassedaway",
1844069838991523908,Wed Oct 09 17:38:05 +0000 2024,India,true ? great loss nation ! #ratantata #ratan tata,
1844358201812394068,Thu Oct 10 12:43:56 +0000 2024,India,last rites shri #ratantata .,
1844081196504072526,Wed Oct 09 18:23:13 +0000 2024,India,massive loss nation ! ratan tata remain hearts forever. #rip #ratantata,
1844099754436985168,Wed Oct 09 19:36:57 +0000 2024,India,"sir ratan tata ! india ' legend ! always hero , inspiration , pride nation. may soul rest peace. om shanti. aapse milne ka sapna , sapna hi reh gaya sir #ratantata",
1844084444271120460,Wed Oct 09 18:36:07 +0000 2024,India,"bharatratna. sri. ratan tata guided tata group new age passes away. torchbearer transformer , ratan tata shepherd sentinel tata group. #ratantata",
1844246608050839591,Thu Oct 10 05:20:30 +0000 2024,India,"feeling overwhelming sense hollowness , sense personal loss today , sure entire nation feeling same. greatness ratan tata true son soil , whose legacy touched us all. void leaves behind never filled. rest peace , sir. always remain hearts .",
1844352547768893481,Thu Oct 10 12:21:28 +0000 2024,India,ratan tata twink,
1844079515951300670,Wed Oct 09 18:16:32 +0000 2024,India,rip #ratantata,
1844084382656758142,Wed Oct 09 18:35:52 +0000 2024,India,#ratantata visionary leader true icon passed away 86. visionary leadership shaped india corporate world. major loss nation. end era ! ! rest peace sir .,
1844842299685286390,Fri Oct 11 20:47:34 +0000 2024,India,"! , #trainaccident #ratantata #trichy #airindia",
1844344603723645312,Thu Oct 10 11:49:54 +0000 2024,India,#ratantata #ripratantata #ratantatapassedaway #ratan tata #tata #rip #ratantatarip #ratannavaltata,
1844460887475880359,Thu Oct 10 19:31:58 +0000 2024,India,#tatagroupchairman years. #tatagroup #tatasons #ratantatapassedaway #ratantatasir #rip ratantata #ripratantata ndtv profit,
1844741912483279168,Fri Oct 11 14:08:40 +0000 2024,India,"#noeltata , ratan tata #tatatrust #tatagroupchairman",
1844312046378361054,Thu Oct 10 09:40:32 +0000 2024,India,actor amitabh bachchan condoles demise industrialist ratan tata,
1844424324771709117,Thu Oct 10 17:06:41 +0000 2024,India,#ratantata #ratantatapassedaway #riplegend #ripratantata,
1844083520446349743,Wed Oct 09 18:32:27 +0000 2024,India,"india lost giant , visionary redefined modern india ' path. ratan tata business leader embodied spirit india integrity , compassion unwavering commitment greater good. legends like never fade away. om shanti",
1844583720231051419,Fri Oct 11 03:40:04 +0000 2024,India,ratan tata kittaye velaiya kaatirukaanuga. adichu thorathi vitrukaar .,
1844215903388565757,Thu Oct 10 03:18:29 +0000 2024,India,heartbroken hear passing mr. ratan tata. industrialist ... symbol integrity generosity. impact india world felt years come. may soul rest peace .,
1844279778808832315,Thu Oct 10 07:32:18 +0000 2024,India,"mr. ratan tata remarkable business leader someone set example us integrity , vision , deep sense responsibility towards giving back society. used influence make real difference education , healthcare , philanthropy touching millions lives leaving behind legacy rare world driven success. life inspire us aim higher , act purpose , never lose sight importance giving back. rest peace , mr. tata. remembered built lived #ratantata",
1844087554477522979,Wed Oct 09 18:48:29 +0000 2024,India,"#ratantata , extraordinary leader visionary , passed away. leadership reshaped india ' corporate world , leaving lasting legacy. loss monumental figure deeply felt india across globe. rip , sir .",
1844088557914423387,Wed Oct 09 18:52:28 +0000 2024,India,"india valuable man , necessarily vast wealth , values .. largest integrity ! ! never show always star life #ratantata ji led always inspiration",
1844084033166377021,Wed Oct 09 18:34:29 +0000 2024,India,bharat lost ratna .... om shanti #ratantata,
1844100151595720807,Wed Oct 09 19:38:32 +0000 2024,India,"india ' ratna. india ' legend. farewell sir , legacy lives #ratantata",
1844082961089790243,Wed Oct 09 18:30:13 +0000 2024,India,feels like personal loss #ratantata,
